place_id,industry_name,category,latitude,longitude,address,city,state,country,source
del-fac-00022,Bawana Industrial Area Phase-I - Rubber Moulding Unit #12,plastic,28.78318,77.05507,"Plot 56, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110087, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00023,Bawana Industrial Area Phase-I - Industrial Tooling & Dies Unit #13,manufacturing,28.80679,77.0459,"Plot 108, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110037, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00024,Bawana Industrial Area Phase-I - Paint & Resin Formulation Unit #14,chemical,28.8054,77.06478,"Plot 322, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110002, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00025,Bawana Industrial Area Phase-I - PVC Pipe Extrusion Unit #15,plastic,28.80337,77.02839,"Plot 443, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110074, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00026,Bawana Industrial Area Phase-I - Electroplating Unit #16,electroplating,28.8025,77.0296,"Plot 315, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110028, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00027,Bawana Industrial Area Phase-I - Metal Finishing Unit #17,metal,28.79241,77.03987,"Plot 540, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110068, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00028,Bawana Industrial Area Phase-I - Hardware & Fasteners Unit #18,manufacturing,28.80588,77.06205,"Plot 507, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110091, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00029,Bawana Industrial Area Phase-I - Plastics & Polymers Unit #19,plastic,28.79732,77.03116,"Plot 26, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110067, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00030,Bawana Industrial Area Phase-I - Speciality Chemicals Unit #20,chemical,28.77752,77.04664,"Plot 362, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110095, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00031,Bawana Industrial Area Phase-I - Rubber Moulding Unit #21,plastic,28.78324,77.03914,"Plot 264, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110034, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00032,Bawana Industrial Area Phase-I - Industrial Tooling & Dies Unit #22,manufacturing,28.80459,77.04771,"Plot 61, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110022, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00033,Bawana Industrial Area Phase-I - Paint & Resin Formulation Unit #23,chemical,28.79645,77.04966,"Plot 451, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110070, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00034,Bawana Industrial Area Phase-I - PVC Pipe Extrusion Unit #24,plastic,28.81144,77.02265,"Plot 154, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110055, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00035,Bawana Industrial Area Phase-I - Electroplating Unit #25,electroplating,28.78681,77.06125,"Plot 44, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110056, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00036,Bawana Industrial Area Phase-I - Metal Finishing Unit #26,metal,28.79066,77.073,"Plot 58, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110082, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00037,Bawana Industrial Area Phase-I - Hardware & Fasteners Unit #27,manufacturing,28.78653,77.04797,"Plot 214, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110046, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00038,Bawana Industrial Area Phase-I - Plastics & Polymers Unit #28,plastic,28.78853,77.02989,"Plot 270, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110092, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00039,Bawana Industrial Area Phase-I - Speciality Chemicals Unit #29,chemical,28.80004,77.05164,"Plot 402, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110079, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00040,Bawana Industrial Area Phase-I - Rubber Moulding Unit #30,plastic,28.78981,77.04912,"Plot 227, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110092, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00041,Bawana Industrial Area Phase-I - Industrial Tooling & Dies Unit #31,manufacturing,28.80984,77.04438,"Plot 200, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110080, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00042,Bawana Industrial Area Phase-I - Paint & Resin Formulation Unit #32,chemical,28.82507,77.03241,"Plot 481, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110080, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00043,Bawana Industrial Area Phase-I - PVC Pipe Extrusion Unit #33,plastic,28.79491,77.03449,"Plot 31, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110070, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00044,Bawana Industrial Area Phase-I - Electroplating Unit #34,electroplating,28.7839,77.0344,"Plot 315, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110070, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00045,Bawana Industrial Area Phase-I - Metal Finishing Unit #35,metal,28.79341,77.05673,"Plot 368, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110029, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00046,Bawana Industrial Area Phase-I - Hardware & Fasteners Unit #36,manufacturing,28.82156,77.0318,"Plot 389, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110082, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00047,Bawana Industrial Area Phase-I - Plastics & Polymers Unit #37,plastic,28.78564,77.05704,"Plot 283, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110096, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00048,Bawana Industrial Area Phase-I - Speciality Chemicals Unit #38,chemical,28.80042,77.068,"Plot 88, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110059, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00049,Bawana Industrial Area Phase-I - Rubber Moulding Unit #39,plastic,28.79453,77.03417,"Plot 282, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110063, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00050,Bawana Industrial Area Phase-I - Industrial Tooling & Dies Unit #40,manufacturing,28.78182,77.04213,"Plot 399, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110018, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00051,Bawana Industrial Area Phase-I - Paint & Resin Formulation Unit #41,chemical,28.8265,77.05198,"Plot 388, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110026, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00052,Bawana Industrial Area Phase-I - PVC Pipe Extrusion Unit #42,plastic,28.79454,77.04024,"Plot 249, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110039, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00053,Bawana Industrial Area Phase-I - Electroplating Unit #43,electroplating,28.8196,77.05219,"Plot 218, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110046, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00054,Bawana Industrial Area Phase-I - Metal Finishing Unit #44,metal,28.7705,77.03868,"Plot 106, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110088, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00055,Bawana Industrial Area Phase-I - Hardware & Fasteners Unit #45,manufacturing,28.81764,77.02078,"Plot 518, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110076, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00056,Bawana Industrial Area Phase-I - Plastics & Polymers Unit #46,plastic,28.79673,77.0417,"Plot 509, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110038, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00057,Bawana Industrial Area Phase-I - Speciality Chemicals Unit #47,chemical,28.8056,77.04571,"Plot 83, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110084, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00058,Bawana Industrial Area Phase-I - Rubber Moulding Unit #48,plastic,28.79694,77.03049,"Plot 469, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110095, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00059,Bawana Industrial Area Phase-I - Industrial Tooling & Dies Unit #49,manufacturing,28.79712,77.0373,"Plot 198, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110021, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00060,Bawana Industrial Area Phase-I - Paint & Resin Formulation Unit #50,chemical,28.79923,77.05392,"Plot 44, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110091, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00061,Bawana Industrial Area Phase-I - PVC Pipe Extrusion Unit #51,plastic,28.78937,77.03495,"Plot 416, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110087, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00062,Bawana Industrial Area Phase-I - Electroplating Unit #52,electroplating,28.79468,77.05522,"Plot 437, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110046, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00063,Bawana Industrial Area Phase-I - Metal Finishing Unit #53,metal,28.80004,77.03935,"Plot 174, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110011, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00064,Bawana Industrial Area Phase-I - Hardware & Fasteners Unit #54,manufacturing,28.79297,77.01806,"Plot 199, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110021, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00065,Bawana Industrial Area Phase-I - Plastics & Polymers Unit #55,plastic,28.7961,77.03952,"Plot 164, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110071, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00066,Bawana Industrial Area Phase-I - Speciality Chemicals Unit #56,chemical,28.79048,77.03498,"Plot 252, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110008, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00067,Bawana Industrial Area Phase-I - Rubber Moulding Unit #57,plastic,28.78124,77.05304,"Plot 426, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110043, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00068,Bawana Industrial Area Phase-I - Industrial Tooling & Dies Unit #58,manufacturing,28.80685,77.03373,"Plot 199, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110010, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00069,Bawana Industrial Area Phase-I - Paint & Resin Formulation Unit #59,chemical,28.82039,77.05594,"Plot 140, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110047, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00070,Bawana Industrial Area Phase-I - PVC Pipe Extrusion Unit #60,plastic,28.79673,77.05716,"Plot 1, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110087, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00071,Bawana Industrial Area Phase-I - Electroplating Unit #61,electroplating,28.80656,77.04009,"Plot 118, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110084, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00072,Bawana Industrial Area Phase-I - Metal Finishing Unit #62,metal,28.8265,77.03972,"Plot 535, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110072, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00073,Bawana Industrial Area Phase-I - Hardware & Fasteners Unit #63,manufacturing,28.80485,77.04133,"Plot 8, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110054, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00074,Bawana Industrial Area Phase-I - Plastics & Polymers Unit #64,plastic,28.79479,77.05656,"Plot 331, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110002, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00075,Bawana Industrial Area Phase-I - Speciality Chemicals Unit #65,chemical,28.79866,77.0407,"Plot 55, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110048, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00076,Bawana Industrial Area Phase-I - Rubber Moulding Unit #66,plastic,28.80403,77.02829,"Plot 407, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110061, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00077,Bawana Industrial Area Phase-I - Industrial Tooling & Dies Unit #67,manufacturing,28.80531,77.0581,"Plot 189, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110025, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00078,Bawana Industrial Area Phase-I - Paint & Resin Formulation Unit #68,chemical,28.8058,77.04863,"Plot 536, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110021, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00079,Bawana Industrial Area Phase-I - PVC Pipe Extrusion Unit #69,plastic,28.77571,77.05793,"Plot 83, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110029, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00080,Bawana Industrial Area Phase-I - Electroplating Unit #70,electroplating,28.785,77.04488,"Plot 436, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110067, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00081,Bawana Industrial Area Phase-I - Metal Finishing Unit #71,metal,28.7882,77.04189,"Plot 330, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110037, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00082,Bawana Industrial Area Phase-I - Hardware & Fasteners Unit #72,manufacturing,28.81728,77.05132,"Plot 503, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110047, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00083,Bawana Industrial Area Phase-I - Plastics & Polymers Unit #73,plastic,28.80372,77.03511,"Plot 370, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110075, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00084,Bawana Industrial Area Phase-I - Speciality Chemicals Unit #74,chemical,28.77509,77.02986,"Plot 222, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110014, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00085,Bawana Industrial Area Phase-I - Rubber Moulding Unit #75,plastic,28.80085,77.0432,"Plot 64, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110052, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00086,Bawana Industrial Area Phase-I - Industrial Tooling & Dies Unit #76,manufacturing,28.79378,77.03321,"Plot 40, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110052, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00087,Bawana Industrial Area Phase-I - Paint & Resin Formulation Unit #77,chemical,28.81661,77.04501,"Plot 445, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110093, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00088,Bawana Industrial Area Phase-I - PVC Pipe Extrusion Unit #78,plastic,28.7705,77.05558,"Plot 537, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110079, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00089,Bawana Industrial Area Phase-I - Electroplating Unit #79,electroplating,28.78422,77.04983,"Plot 219, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110012, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00090,Bawana Industrial Area Phase-I - Metal Finishing Unit #80,metal,28.78233,77.04922,"Plot 372, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110096, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00091,Bawana Industrial Area Phase-I - Hardware & Fasteners Unit #81,manufacturing,28.79362,77.05008,"Plot 111, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110030, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00092,Bawana Industrial Area Phase-I - Plastics & Polymers Unit #82,plastic,28.80266,77.03277,"Plot 140, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110026, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00093,Bawana Industrial Area Phase-I - Speciality Chemicals Unit #83,chemical,28.79334,77.03656,"Plot 496, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110044, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00094,Bawana Industrial Area Phase-I - Rubber Moulding Unit #84,plastic,28.81432,77.05245,"Plot 168, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110077, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00095,Bawana Industrial Area Phase-I - Industrial Tooling & Dies Unit #85,manufacturing,28.80568,77.03808,"Plot 88, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110087, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00096,Bawana Industrial Area Phase-I - Paint & Resin Formulation Unit #86,chemical,28.81158,77.03873,"Plot 155, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110094, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00097,Bawana Industrial Area Phase-I - PVC Pipe Extrusion Unit #87,plastic,28.80512,77.05038,"Plot 149, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110091, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00098,Bawana Industrial Area Phase-I - Electroplating Unit #88,electroplating,28.79623,77.03813,"Plot 3, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110008, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00099,Bawana Industrial Area Phase-I - Metal Finishing Unit #89,metal,28.79944,77.05669,"Plot 318, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110026, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00100,Bawana Industrial Area Phase-I - Hardware & Fasteners Unit #90,manufacturing,28.78721,77.028,"Plot 433, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110080, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00101,Bawana Industrial Area Phase-I - Plastics & Polymers Unit #91,plastic,28.7705,77.04052,"Plot 414, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110012, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00102,Bawana Industrial Area Phase-I - Speciality Chemicals Unit #92,chemical,28.80101,77.05266,"Plot 370, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110092, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
del-fac-00103,Bawana Industrial Area Phase-I - Rubber Moulding Unit #93,plastic,28.80259,77.06416,"Plot 59, Bawana Industrial Area Phase-I (Sectors 1 to 5), Delhi - 110093, Delhi, India",Delhi,Delhi,India,Delhi DPCC/CPCB Industrial Registry Master
